enrollee_id,target
23603,0.6051912161841553
22499,0.09020804753460013
10465,0.6089021750758004
8293,0.06564108437123514
4246,0.07599895610739708
29306,0.1139800676289176
23118,0.312272223241638
32832,0.09108502745771406
13380,0.06541051855546039
16102,0.6090790545859561
21761,0.2142513761935066
26112,0.0869073982836129
24468,0.6038078706373198
27200,0.28690486516842073
14341,0.0566852719397369
31993,0.5418984263702434
6811,0.5419012934939759
8854,0.45260429875726027
9709,0.13059584923917428
24656,0.09421086733858161
8464,0.534199555128591
14522,0.355712368925178
22739,0.15963945772146557
15368,0.07319141402759807
31516,0.4494659609279252
23444,0.2870742204870883
19454,0.6006020649531603
7319,0.6857933928087755
32762,0.47713312992324025
28893,0.11386612044071664
2334,0.13983415000942398
27287,0.11921591945794192
6470,0.08783341023015566
5607,0.54862983067223
1652,0.5213367759103457
32671,0.6076030520624189
26165,0.2182425315155451
26033,0.09184338338855791
21060,0.17585887489002236
1735,0.13073272168706218
12103,0.10580415483375362
1204,0.21020244127855192
2406,0.08658771328295395
22521,0.28828603150116944
32178,0.06115614156917133
15624,0.40788719850089594
5883,0.3016990721927131
23845,0.09617962724210861
3724,0.07528089128337426
13252,0.216426798546448
22987,0.10775868051894755
10755,0.6258154252314547
23310,0.6398739262099711
4780,0.06748344311206161
10577,0.4080141656453508
7756,0.738810205540345
17407,0.10167067106759856
3940,0.12930159097965635
4775,0.09715758640788937
29135,0.044269261052177634
23987,0.2629086516238347
28624,0.05068031137680568
24436,0.2804695737894298
14634,0.43771717003848437
20127,0.12134183471037956
21207,0.13204707145677336
20879,0.1050738920696929
2879,0.3120242593136455
20912,0.574488450662744
19212,0.0881206411211703
30182,0.228057241199825
11573,0.13053638112876284
12721,0.12867298194733667
17161,0.07555300511876852
8857,0.055724710299766424
7546,0.41914160819428925
18702,0.045595491995062486
11526,0.13593143160333274
24097,0.04939736354274439
2477,0.4704925926502414
14472,0.4940915814403343
312,0.06553002731623143
12342,0.19878608863929328
17790,0.3951263191537461
766,0.27287257386489655
12396,0.5925646173424136
6825,0.07265520966347509
20581,0.6208372184786706
30072,0.13003548678921814
23143,0.08234911037598887
9627,0.6231234037357161
18582,0.19586690296374765
1676,0.05266824720216694
9357,0.09952517993996614
27993,0.1092771199429216
8158,0.3142908068409039
21086,0.11916086859758233
10333,0.23791007566972247
18504,0.529618364187887
27533,0.08742938338050758
4123,0.532655880293962
5437,0.5665651922144066
10448,0.6317758878973222
17868,0.1254869522888425
17398,0.4381238013952301
25573,0.567050609292381
21458,0.43500378928729455
20974,0.2162547626634866
5912,0.5455833898910606
709,0.47551435413730303
3089,0.647010591177123
16437,0.08960841827680602
15321,0.09509325601060173
15795,0.07567053387541327
18478,0.5503225165356658
528,0.16947846547594678
11315,0.35718646423696215
22769,0.6413198342550998
26708,0.08579078570085745
4402,0.5242068113413442
23152,0.14615539804614927
10359,0.33515518802626143
9179,0.5670807427496698
26693,0.4864480508501719
14196,0.16929535059440434
16769,0.27573794231976856
5447,0.1776341239751434
6288,0.07558862608617656
28582,0.08242149576480215
21600,0.6410795071007636
15597,0.32047142331610684
15868,0.5610722856726447
3981,0.06538462406394974
4881,0.13813855945021922
32433,0.08919711437343686
15798,0.07628664438874702
31076,0.09302148582564718
19845,0.2393902748214503
28628,0.0579481761350362
9610,0.09442405953627066
25124,0.11579327391509837
25278,0.508653183944891
12670,0.6516939989338848
28725,0.3393928590377174
18514,0.6243502673717809
2698,0.13617600614501013
3783,0.22778518492971694
33075,0.06417914736450106
18468,0.5937555542498164
20936,0.3730859519327006
2341,0.056679270469413054
22281,0.5955071284590961
31200,0.45676692555759224
15424,0.6802612484513794
31788,0.0789099223139095
10695,0.49866678614671545
5452,0.06098591779597846
32326,0.13622790388458594
277,0.5255688622844702
29616,0.07081773414229654
19536,0.45572356884933535
14326,0.0751558086784395
18191,0.3990785894259785
17629,0.21469147803972907
7988,0.0965905900238975
27623,0.40364506201601363
20845,0.18434383285073414
19308,0.05656334912293349
12644,0.24216915792871577
6708,0.591025016592651
1625,0.07235832680528542
27738,0.07744489783392468
10942,0.548022465730514
15481,0.15810465848375388
10085,0.12225163976316954
18835,0.6276527042878144
15804,0.4921848691603468
24330,0.6254533732218032
11812,0.052664850074332456
12863,0.239779421529656
3172,0.2346822838666354
18080,0.15059287622744189
27986,0.08079891487440431
31022,0.5256065249775671
32728,0.10691186180183317
13376,0.5700465594057573
3248,0.0446883150898591
28858,0.09294021111086177
14590,0.56525491943583
16405,0.39937977973108746
7919,0.10982472880661788
29661,0.6069956242388777
28749,0.08228206815612159
18329,0.6154690126806946
9212,0.4246801345442587
28006,0.5331373430723917
30804,0.3075995399536445
15664,0.08261824133271083
9391,0.09945488820176915
